entity_id,type,payment_id,order_id,settlement_id,settlement_utr,amount,debit,credit,fee,tax,settled_at,description
setl_447828_000253,payment,pay_699704_000253,order_476395_000253,batch_819368_000005,UTR202401113579573,48696,0,47663,876,157,2024-01-11T10:31:00,Payment settlement for pay_699704_000253
setl_139726_000254,payment,pay_970357_000254,order_790203_000254,batch_819368_000005,UTR202401113579573,11061,0,10827,199,35,2024-01-11T10:31:00,Payment settlement for pay_970357_000254
setl_191772_000255,payment,pay_819112_000255,order_916118_000255,batch_819368_000005,UTR202401113579573,89482,0,87583,1610,289,2024-01-11T10:31:00,Payment settlement for pay_819112_000255
setl_176806_000256,payment,pay_620856_000256,order_973294_000256,batch_819368_000005,UTR202401113579573,918832,0,899318,16538,2976,2024-01-11T10:31:00,Payment settlement for pay_620856_000256
setl_156904_000257,payment,pay_736553_000257,order_940886_000257,batch_819368_000005,UTR202401113579573,93442,0,91459,1681,302,2024-01-11T10:31:00,Payment settlement for pay_736553_000257
setl_286638_000258,payment,pay_751051_000258,order_362801_000258,batch_819368_000005,UTR202401113579573,877974,0,859327,15803,2844,2024-01-11T10:31:00,Payment settlement for pay_751051_000258
setl_932794_000259,payment,pay_791201_000259,order_813928_000259,batch_819368_000005,UTR202401113579573,92345,0,90384,1662,299,2024-01-11T10:31:00,Payment settlement for pay_791201_000259
setl_364144_000260,payment,pay_757937_000260,order_777737_000260,batch_819368_000005,UTR202401113579573,67779,0,66340,1220,219,2024-01-11T10:31:00,Payment settlement for pay_757937_000260
setl_685193_000261,payment,pay_707727_000261,order_482584_000261,batch_819368_000005,UTR202401113579573,21813,0,21351,392,70,2024-01-11T10:31:00,Payment settlement for pay_707727_000261
setl_173863_000262,payment,pay_409445_000262,order_442589_000262,batch_819368_000005,UTR202401113579573,192085,0,188006,3457,622,2024-01-11T10:31:00,Payment settlement for pay_409445_000262
setl_702891_000263,payment,pay_238579_000263,order_924718_000263,batch_819368_000005,UTR202401113579573,79579,0,77890,1432,257,2024-01-11T10:31:00,Payment settlement for pay_238579_000263
setl_961530_000264,payment,pay_385765_000264,order_970813_000264,batch_819368_000005,UTR202401113579573,73156,0,71604,1316,236,2024-01-11T10:31:00,Payment settlement for pay_385765_000264
setl_338703_000265,payment,pay_409478_000265,order_882824_000265,batch_819368_000005,UTR202401113579573,71385,0,69870,1284,231,2024-01-11T10:31:00,Payment settlement for pay_409478_000265
setl_371212_000266,payment,pay_247594_000266,order_890785_000266,batch_819368_000005,UTR202401113579573,879698,0,861014,15834,2850,2024-01-11T10:31:00,Payment settlement for pay_247594_000266
setl_527433_000267,payment,pay_516716_000267,order_986827_000267,batch_819368_000005,UTR202401113579573,291771,0,285575,5251,945,2024-01-11T10:31:00,Payment settlement for pay_516716_000267
setl_506881_000268,payment,pay_929090_000268,order_513741_000268,batch_819368_000005,UTR202401113579573,80329,0,78624,1445,260,2024-01-11T10:31:00,Payment settlement for pay_929090_000268
setl_573039_000269,payment,pay_576877_000269,order_486490_000269,batch_819368_000005,UTR202401113579573,852500,0,834393,15345,2762,2024-01-11T10:31:00,Payment settlement for pay_576877_000269
setl_760830_000270,payment,pay_712955_000270,order_499534_000270,batch_819368_000005,UTR202401113579573,294759,0,288500,5305,954,2024-01-11T10:31:00,Payment settlement for pay_712955_000270
setl_524094_000271,payment,pay_807617_000271,order_345180_000271,batch_819368_000005,UTR202401113579573,91205,0,89269,1641,295,2024-01-11T10:31:00,Payment settlement for pay_807617_000271
setl_554059_000272,payment,pay_688678_000272,order_443939_000272,batch_819368_000005,UTR202401113579573,94889,0,92874,1708,307,2024-01-11T10:31:00,Payment settlement for pay_688678_000272
setl_431773_000273,payment,pay_766269_000273,order_963874_000273,batch_819368_000005,UTR202401113579573,658434,0,644450,11851,2133,2024-01-11T10:31:00,Payment settlement for pay_766269_000273
setl_117711_000274,payment,pay_528129_000274,order_222343_000274,batch_819368_000005,UTR202401113579573,14877,0,14562,267,48,2024-01-11T10:31:00,Payment settlement for pay_528129_000274
setl_508422_000275,payment,pay_616554_000275,order_221761_000275,batch_819368_000005,UTR202401113579573,80457,0,78749,1448,260,2024-01-11T10:31:00,Payment settlement for pay_616554_000275
setl_806004_000276,payment,pay_507524_000276,order_575679_000276,batch_819368_000005,UTR202401113579573,997748,0,976557,17959,3232,2024-01-11T10:31:00,Payment settlement for pay_507524_000276
setl_224052_000277,payment,pay_830316_000277,order_666432_000277,batch_819368_000005,UTR202401113579573,489162,0,478774,8804,1584,2024-01-11T10:31:00,Payment settlement for pay_830316_000277
setl_660814_000278,payment,pay_262029_000278,order_535037_000278,batch_819368_000005,UTR202401113579573,74139,0,72565,1334,240,2024-01-11T10:31:00,Payment settlement for pay_262029_000278
setl_106185_000279,payment,pay_527940_000279,order_393328_000279,batch_819368_000005,UTR202401113579573,694264,0,679519,12496,2249,2024-01-11T10:31:00,Payment settlement for pay_527940_000279
setl_772580_000280,payment,pay_564920_000280,order_566297_000280,batch_819368_000005,UTR202401113579573,23022,0,22534,414,74,2024-01-11T10:31:00,Payment settlement for pay_564920_000280
setl_855274_000281,payment,pay_485178_000281,order_670913_000281,batch_819368_000005,UTR202401113579573,17936,0,17557,322,57,2024-01-11T10:31:00,Payment settlement for pay_485178_000281
setl_748386_000282,payment,pay_389282_000282,order_299028_000282,batch_819368_000005,UTR202401113579573,148063,0,144919,2665,479,2024-01-11T10:31:00,Payment settlement for pay_389282_000282
setl_166309_000283,payment,pay_322409_000283,order_772875_000283,batch_819368_000005,UTR202401113579573,111197,0,108836,2001,360,2024-01-11T10:31:00,Payment settlement for pay_322409_000283
setl_892682_000284,payment,pay_925013_000284,order_449709_000284,batch_819368_000005,UTR202401113579573,84000,0,82216,1512,272,2024-01-11T10:31:00,Payment settlement for pay_925013_000284
setl_882186_000285,payment,pay_171942_000285,order_970127_000285,batch_819368_000005,UTR202401113579573,208610,0,204181,3754,675,2024-01-11T10:31:00,Payment settlement for pay_171942_000285
setl_714054_000286,payment,pay_326441_000286,order_952547_000286,batch_819368_000005,UTR202401113579573,29340,0,28717,528,95,2024-01-11T10:31:00,Payment settlement for pay_326441_000286
setl_147727_000287,payment,pay_724932_000287,order_102973_000287,batch_819368_000005,UTR202401113579573,27038,0,26465,486,87,2024-01-11T10:31:00,Payment settlement for pay_724932_000287
setl_834928_000288,payment,pay_362829_000288,order_937302_000288,batch_819368_000005,UTR202401113579573,96646,0,94594,1739,313,2024-01-11T10:31:00,Payment settlement for pay_362829_000288
setl_989455_000289,payment,pay_127032_000289,order_238205_000289,batch_819368_000005,UTR202401113579573,41186,0,40312,741,133,2024-01-11T10:31:00,Payment settlement for pay_127032_000289
setl_176115_000290,payment,pay_439498_000290,order_116547_000290,batch_819368_000005,UTR202401113579573,16868,0,16511,303,54,2024-01-11T10:31:00,Payment settlement for pay_439498_000290
setl_475075_000291,payment,pay_877747_000291,order_541409_000291,batch_819368_000005,UTR202401113579573,18330,0,17942,329,59,2024-01-11T10:31:00,Payment settlement for pay_877747_000291
setl_627262_000292,payment,pay_570050_000292,order_915809_000292,batch_819368_000005,UTR202401113579573,411251,0,402517,7402,1332,2024-01-11T10:31:00,Payment settlement for pay_570050_000292
setl_211291_000293,payment,pay_573962_000293,order_628313_000293,batch_819368_000005,UTR202401113579573,122735,0,120129,2209,397,2024-01-11T10:31:00,Payment settlement for pay_573962_000293
setl_403915_000294,payment,pay_921273_000294,order_790909_000294,batch_819368_000005,UTR202401113579573,70036,0,68550,1260,226,2024-01-11T10:31:00,Payment settlement for pay_921273_000294
setl_925115_000295,payment,pay_132663_000295,order_163780_000295,batch_819368_000005,UTR202401113579573,323490,0,316621,5822,1047,2024-01-11T10:31:00,Payment settlement for pay_132663_000295
setl_819195_000296,payment,pay_213206_000296,order_614084_000296,batch_819368_000005,UTR202401113579573,138530,0,135589,2493,448,2024-01-11T10:31:00,Payment settlement for pay_213206_000296
setl_415989_000297,payment,pay_184714_000297,order_437758_000297,batch_819368_000005,UTR202401113579573,18609,0,18215,334,60,2024-01-11T10:31:00,Payment settlement for pay_184714_000297
setl_736030_000298,payment,pay_388375_000298,order_754644_000298,batch_819368_000005,UTR202401113579573,387496,0,379267,6974,1255,2024-01-11T10:31:00,Payment settlement for pay_388375_000298
setl_190707_000299,payment,pay_440981_000299,order_499407_000299,batch_819368_000005,UTR202401113579573,254611,0,249205,4582,824,2024-01-11T10:31:00,Payment settlement for pay_440981_000299
setl_597012_000300,payment,pay_630108_000300,order_734836_000300,batch_962057_000006,UTR202401131517059,24996,0,24467,449,80,2024-01-13T17:41:00,Payment settlement for pay_630108_000300
setl_263917_000301,payment,pay_786516_000301,order_782535_000301,batch_962057_000006,UTR202401131517059,477927,0,467777,8602,1548,2024-01-13T17:41:00,Payment settlement for pay_786516_000301
setl_659381_000302,payment,pay_325468_000302,order_550961_000302,batch_962057_000006,UTR202401131517059,64239,0,62875,1156,208,2024-01-13T17:41:00,Payment settlement for pay_325468_000302
setl_330545_000303,payment,pay_967611_000303,order_575528_000303,batch_962057_000006,UTR202401131517059,482527,0,472279,8685,1563,2024-01-13T17:41:00,Payment settlement for pay_967611_000303
setl_243006_000304,payment,pay_427730_000304,order_547494_000304,batch_962057_000006,UTR202401131517059,633635,0,620178,11405,2052,2024-01-13T17:41:00,Payment settlement for pay_427730_000304
setl_883028_000305,payment,pay_260053_000305,order_820184_000305,batch_962057_000006,UTR202401131517059,21957,0,21491,395,71,2024-01-13T17:41:00,Payment settlement for pay_260053_000305
setl_509985_000306,payment,pay_189511_000306,order_197758_000306,batch_962057_000006,UTR202401131517059,58843,0,57594,1059,190,2024-01-13T17:41:00,Payment settlement for pay_189511_000306
setl_935474_000307,payment,pay_236435_000307,order_683397_000307,batch_962057_000006,UTR202401131517059,394433,0,386057,7099,1277,2024-01-13T17:41:00,Payment settlement for pay_236435_000307
setl_936223_000308,payment,pay_445658_000308,order_802559_000308,batch_962057_000006,UTR202401131517059,285387,0,279327,5136,924,2024-01-13T17:41:00,Payment settlement for pay_445658_000308
setl_990731_000309,payment,pay_797660_000309,order_886730_000309,batch_962057_000006,UTR202401131517059,526972,0,515780,9485,1707,2024-01-13T17:41:00,Payment settlement for pay_797660_000309
setl_672233_000310,payment,pay_729575_000310,order_427626_000310,batch_962057_000006,UTR202401131517059,85748,0,83928,1543,277,2024-01-13T17:41:00,Payment settlement for pay_729575_000310
setl_409307_000311,payment,pay_323072_000311,order_262246_000311,batch_962057_000006,UTR202401131517059,217568,0,212948,3916,704,2024-01-13T17:41:00,Payment settlement for pay_323072_000311
setl_764845_000312,payment,pay_213475_000312,order_467121_000312,batch_962057_000006,UTR202401131517059,292707,0,286491,5268,948,2024-01-13T17:41:00,Payment settlement for pay_213475_000312
setl_251074_000313,payment,pay_899649_000313,order_392099_000313,batch_962057_000006,UTR202401131517059,66244,0,64838,1192,214,2024-01-13T17:41:00,Payment settlement for pay_899649_000313
setl_412534_000314,payment,pay_688215_000314,order_904711_000314,batch_962057_000006,UTR202401131517059,421689,0,412733,7590,1366,2024-01-13T17:41:00,Payment settlement for pay_688215_000314
setl_810189_000315,payment,pay_773918_000315,order_683783_000315,batch_962057_000006,UTR202401131517059,444893,0,435444,8008,1441,2024-01-13T17:41:00,Payment settlement for pay_773918_000315
setl_933635_000316,payment,pay_827157_000316,order_380439_000316,batch_962057_000006,UTR202401131517059,45818,0,44846,824,148,2024-01-13T17:41:00,Payment settlement for pay_827157_000316
setl_864752_000317,payment,pay_899444_000317,order_423993_000317,batch_962057_000006,UTR202401131517059,10800,0,10572,194,34,2024-01-13T17:41:00,Payment settlement for pay_899444_000317
setl_779414_000318,payment,pay_250210_000318,order_693830_000318,batch_962057_000006,UTR202401131517059,136482,0,133584,2456,442,2024-01-13T17:41:00,Payment settlement for pay_250210_000318
setl_491255_000319,payment,pay_876962_000319,order_763928_000319,batch_962057_000006,UTR202401131517059,79531,0,77843,1431,257,2024-01-13T17:41:00,Payment settlement for pay_876962_000319
setl_111691_000320,payment,pay_494468_000320,order_540226_000320,batch_962057_000006,UTR202401131517059,30631,0,29981,551,99,2024-01-13T17:41:00,Payment settlement for pay_494468_000320
setl_680412_000321,payment,pay_426775_000321,order_856648_000321,batch_962057_000006,UTR202401131517059,993568,0,972465,17884,3219,2024-01-13T17:41:00,Payment settlement for pay_426775_000321
setl_682032_000322,payment,pay_725185_000322,order_189083_000322,batch_962057_000006,UTR202401131517059,30632,0,29982,551,99,2024-01-13T17:41:00,Payment settlement for pay_725185_000322
setl_248241_000323,payment,pay_747850_000323,order_152179_000323,batch_962057_000006,UTR202401131517059,45665,0,44697,821,147,2024-01-13T17:41:00,Payment settlement for pay_747850_000323
setl_229221_000324,payment,pay_794093_000324,order_544611_000324,batch_962057_000006,UTR202401131517059,331758,0,324713,5971,1074,2024-01-13T17:41:00,Payment settlement for pay_794093_000324
setl_143802_000325,payment,pay_386436_000325,order_326040_000325,batch_962057_000006,UTR202401131517059,159673,0,156282,2874,517,2024-01-13T17:41:00,Payment settlement for pay_386436_000325
setl_105274_000326,payment,pay_550797_000326,order_216276_000326,batch_962057_000006,UTR202401131517059,855722,0,837548,15402,2772,2024-01-13T17:41:00,Payment settlement for pay_550797_000326
setl_700538_000327,payment,pay_610271_000327,order_652530_000327,batch_962057_000006,UTR202401131517059,15952,0,15614,287,51,2024-01-13T17:41:00,Payment settlement for pay_610271_000327
setl_725637_000328,payment,pay_514463_000328,order_728437_000328,batch_962057_000006,UTR202401131517059,36794,0,36013,662,119,2024-01-13T17:41:00,Payment settlement for pay_514463_000328
setl_513224_000329,payment,pay_321494_000329,order_904624_000329,batch_962057_000006,UTR202401131517059,633965,0,620501,11411,2053,2024-01-13T17:41:00,Payment settlement for pay_321494_000329
setl_663244_000330,payment,pay_444061_000330,order_225812_000330,batch_962057_000006,UTR202401131517059,491650,0,481209,8849,1592,2024-01-13T17:41:00,Payment settlement for pay_444061_000330
setl_674122_000331,payment,pay_284229_000331,order_235461_000331,batch_962057_000006,UTR202401131517059,468926,0,458967,8440,1519,2024-01-13T17:41:00,Payment settlement for pay_284229_000331
setl_189261_000332,payment,pay_624563_000332,order_685864_000332,batch_962057_000006,UTR202401131517059,922681,0,903084,16608,2989,2024-01-13T17:41:00,Payment settlement for pay_624563_000332
setl_419491_000333,payment,pay_175576_000333,order_516359_000333,batch_962057_000006,UTR202401131517059,67176,0,65750,1209,217,2024-01-13T17:41:00,Payment settlement for pay_175576_000333
setl_320256_000334,payment,pay_582087_000334,order_181644_000334,batch_962057_000006,UTR202401131517059,325068,0,318164,5851,1053,2024-01-13T17:41:00,Payment settlement for pay_582087_000334
setl_884645_000335,payment,pay_524068_000335,order_843963_000335,batch_962057_000006,UTR202401131517059,251789,0,246442,4532,815,2024-01-13T17:41:00,Payment settlement for pay_524068_000335
setl_877446_000336,payment,pay_524707_000336,order_121869_000336,batch_962057_000006,UTR202401131517059,91018,0,89086,1638,294,2024-01-13T17:41:00,Payment settlement for pay_524707_000336
setl_861200_000337,payment,pay_972442_000337,order_823108_000337,batch_962057_000006,UTR202401131517059,67240,0,65813,1210,217,2024-01-13T17:41:00,Payment settlement for pay_972442_000337
setl_460554_000338,payment,pay_211005_000338,order_355135_000338,batch_962057_000006,UTR202401131517059,309951,0,303368,5579,1004,2024-01-13T17:41:00,Payment settlement for pay_211005_000338
setl_322022_000339,payment,pay_182467_000339,order_514991_000339,batch_962057_000006,UTR202401131517059,678002,0,663602,12204,2196,2024-01-13T17:41:00,Payment settlement for pay_182467_000339
setl_532699_000340,payment,pay_449247_000340,order_916964_000340,batch_962057_000006,UTR202401131517059,76910,0,75277,1384,249,2024-01-13T17:41:00,Payment settlement for pay_449247_000340
setl_777308_000341,payment,pay_219565_000341,order_656379_000341,batch_962057_000006,UTR202401131517059,55793,0,54609,1004,180,2024-01-13T17:41:00,Payment settlement for pay_219565_000341
setl_992819_000342,payment,pay_862712_000342,order_958729_000342,batch_962057_000006,UTR202401131517059,40968,0,40099,737,132,2024-01-13T17:41:00,Payment settlement for pay_862712_000342
setl_637450_000343,payment,pay_253557_000343,order_368402_000343,batch_962057_000006,UTR202401131517059,88957,0,87068,1601,288,2024-01-13T17:41:00,Payment settlement for pay_253557_000343
setl_249375_000344,payment,pay_897143_000344,order_896028_000344,batch_962057_000006,UTR202401131517059,33218,0,32514,597,107,2024-01-13T17:41:00,Payment settlement for pay_897143_000344
setl_268772_000345,payment,pay_758452_000345,order_618119_000345,batch_962057_000006,UTR202401131517059,795559,0,778662,14320,2577,2024-01-13T17:41:00,Payment settlement for pay_758452_000345
setl_292930_000346,payment,pay_707616_000346,order_570711_000346,batch_962057_000006,UTR202401131517059,437112,0,427828,7868,1416,2024-01-13T17:41:00,Payment settlement for pay_707616_000346
setl_331512_000347,payment,pay_754858_000347,order_438908_000347,batch_962057_000006,UTR202401131517059,29786,0,29154,536,96,2024-01-13T17:41:00,Payment settlement for pay_754858_000347
setl_746850_000348,payment,pay_171603_000348,order_591699_000348,batch_962057_000006,UTR202401131517059,258765,0,253270,4657,838,2024-01-13T17:41:00,Payment settlement for pay_171603_000348
setl_975297_000349,payment,pay_388016_000349,order_720148_000349,batch_962057_000006,UTR202401131517059,76497,0,74874,1376,247,2024-01-13T17:41:00,Payment settlement for pay_388016_000349
setl_992744_000350,payment,pay_425486_000350,order_584172_000350,batch_803571_000007,UTR202401141912484,17456,0,17086,314,56,2024-01-14T01:07:00,Payment settlement for pay_425486_000350
setl_887524_000351,payment,pay_972097_000351,order_401022_000351,batch_803571_000007,UTR202401141912484,147341,0,144212,2652,477,2024-01-14T01:07:00,Payment settlement for pay_972097_000351
setl_675512_000352,payment,pay_722937_000352,order_631699_000352,batch_803571_000007,UTR202401141912484,404259,0,395674,7276,1309,2024-01-14T01:07:00,Payment settlement for pay_722937_000352
setl_583671_000353,payment,pay_930281_000353,order_874814_000353,batch_803571_000007,UTR202401141912484,399712,0,391224,7194,1294,2024-01-14T01:07:00,Payment settlement for pay_930281_000353
setl_775990_000354,payment,pay_297383_000354,order_437145_000354,batch_803571_000007,UTR202401141912484,362860,0,355154,6531,1175,2024-01-14T01:07:00,Payment settlement for pay_297383_000354
setl_676365_000355,payment,pay_164879_000355,order_572407_000355,batch_803571_000007,UTR202401141912484,21053,0,20607,378,68,2024-01-14T01:07:00,Payment settlement for pay_164879_000355
setl_176697_000356,payment,pay_777513_000356,order_280941_000356,batch_803571_000007,UTR202401141912484,67377,0,65947,1212,218,2024-01-14T01:07:00,Payment settlement for pay_777513_000356
setl_404771_000357,payment,pay_649525_000357,order_648141_000357,batch_803571_000007,UTR202401141912484,57696,0,56472,1038,186,2024-01-14T01:07:00,Payment settlement for pay_649525_000357
setl_804313_000358,payment,pay_396635_000358,order_506235_000358,batch_803571_000007,UTR202401141912484,677401,0,663014,12193,2194,2024-01-14T01:07:00,Payment settlement for pay_396635_000358
setl_170634_000359,payment,pay_726928_000359,order_154909_000359,batch_803571_000007,UTR202401141912484,439374,0,430043,7908,1423,2024-01-14T01:07:00,Payment settlement for pay_726928_000359
setl_362865_000360,payment,pay_169113_000360,order_445705_000360,batch_803571_000007,UTR202401141912484,455666,0,445989,8201,1476,2024-01-14T01:07:00,Payment settlement for pay_169113_000360
setl_202972_000361,payment,pay_397949_000361,order_364236_000361,batch_803571_000007,UTR202401141912484,415988,0,407154,7487,1347,2024-01-14T01:07:00,Payment settlement for pay_397949_000361
setl_307007_000362,payment,pay_257677_000362,order_449555_000362,batch_803571_000007,UTR202401141912484,447923,0,438410,8062,1451,2024-01-14T01:07:00,Payment settlement for pay_257677_000362
setl_860835_000363,payment,pay_466813_000363,order_425301_000363,batch_803571_000007,UTR202401141912484,847149,0,829157,15248,2744,2024-01-14T01:07:00,Payment settlement for pay_466813_000363
setl_708798_000364,payment,pay_235215_000364,order_723945_000364,batch_803571_000007,UTR202401141912484,50577,0,49504,910,163,2024-01-14T01:07:00,Payment settlement for pay_235215_000364
setl_610856_000365,payment,pay_494976_000365,order_774751_000365,batch_803571_000007,UTR202401141912484,26750,0,26183,481,86,2024-01-14T01:07:00,Payment settlement for pay_494976_000365
setl_446922_000366,payment,pay_836971_000366,order_969226_000366,batch_803571_000007,UTR202401141912484,978385,0,957606,17610,3169,2024-01-14T01:07:00,Payment settlement for pay_836971_000366
setl_474486_000367,payment,pay_197992_000367,order_777406_000367,batch_803571_000007,UTR202401141912484,366594,0,358809,6598,1187,2024-01-14T01:07:00,Payment settlement for pay_197992_000367
setl_234443_000368,payment,pay_119116_000368,order_480211_000368,batch_803571_000007,UTR202401141912484,38074,0,37266,685,123,2024-01-14T01:07:00,Payment settlement for pay_119116_000368
setl_803904_000369,payment,pay_903373_000369,order_609892_000369,batch_803571_000007,UTR202401141912484,28030,0,27436,504,90,2024-01-14T01:07:00,Payment settlement for pay_903373_000369
setl_787313_000370,payment,pay_180913_000370,order_410160_000370,batch_803571_000007,UTR202401141912484,76543,0,74919,1377,247,2024-01-14T01:07:00,Payment settlement for pay_180913_000370
setl_345925_000371,payment,pay_665990_000371,order_975686_000371,batch_803571_000007,UTR202401141912484,119790,0,117246,2156,388,2024-01-14T01:07:00,Payment settlement for pay_665990_000371
setl_204904_000372,payment,pay_453123_000372,order_903531_000372,batch_803571_000007,UTR202401141912484,88282,0,86407,1589,286,2024-01-14T01:07:00,Payment settlement for pay_453123_000372
setl_398987_000373,payment,pay_261745_000373,order_270128_000373,batch_803571_000007,UTR202401141912484,904277,0,885072,16276,2929,2024-01-14T01:07:00,Payment settlement for pay_261745_000373
setl_749609_000374,payment,pay_948343_000374,order_273580_000374,batch_803571_000007,UTR202401141912484,122907,0,120297,2212,398,2024-01-14T01:07:00,Payment settlement for pay_948343_000374
setl_173199_000375,payment,pay_481995_000375,order_809217_000375,batch_803571_000007,UTR202401141912484,68222,0,66775,1227,220,2024-01-14T01:07:00,Payment settlement for pay_481995_000375
setl_302897_000376,payment,pay_398768_000376,order_888939_000376,batch_803571_000007,UTR202401141912484,222684,0,217955,4008,721,2024-01-14T01:07:00,Payment settlement for pay_398768_000376
setl_433222_000377,payment,pay_350786_000377,order_424500_000377,batch_803571_000007,UTR202401141912484,201720,0,197437,3630,653,2024-01-14T01:07:00,Payment settlement for pay_350786_000377
setl_609462_000378,payment,pay_811256_000378,order_698128_000378,batch_803571_000007,UTR202401141912484,247729,0,242468,4459,802,2024-01-14T01:07:00,Payment settlement for pay_811256_000378
setl_572536_000379,payment,pay_500422_000379,order_627335_000379,batch_803571_000007,UTR202401141912484,184965,0,181037,3329,599,2024-01-14T01:07:00,Payment settlement for pay_500422_000379
setl_444295_000380,payment,pay_309398_000380,order_940181_000380,batch_803571_000007,UTR202401141912484,42768,0,41861,769,138,2024-01-14T01:07:00,Payment settlement for pay_309398_000380
setl_746281_000381,payment,pay_772324_000381,order_603935_000381,batch_803571_000007,UTR202401141912484,153786,0,150520,2768,498,2024-01-14T01:07:00,Payment settlement for pay_772324_000381
setl_791454_000382,payment,pay_986982_000382,order_640970_000382,batch_803571_000007,UTR202401141912484,47363,0,46358,852,153,2024-01-14T01:07:00,Payment settlement for pay_986982_000382
setl_420523_000383,payment,pay_900185_000383,order_268099_000383,batch_803571_000007,UTR202401141912484,369144,0,361305,6644,1195,2024-01-14T01:07:00,Payment settlement for pay_900185_000383
setl_827143_000384,payment,pay_971415_000384,order_558723_000384,batch_803571_000007,UTR202401141912484,69130,0,67663,1244,223,2024-01-14T01:07:00,Payment settlement for pay_971415_000384
setl_712546_000385,payment,pay_466566_000385,order_127965_000385,batch_803571_000007,UTR202401141912484,61964,0,60649,1115,200,2024-01-14T01:07:00,Payment settlement for pay_466566_000385
setl_259797_000386,payment,pay_492127_000386,order_347231_000386,batch_803571_000007,UTR202401141912484,59140,0,57885,1064,191,2024-01-14T01:07:00,Payment settlement for pay_492127_000386
setl_693024_000387,payment,pay_129556_000387,order_434165_000387,batch_803571_000007,UTR202401141912484,840766,0,822910,15133,2723,2024-01-14T01:07:00,Payment settlement for pay_129556_000387
setl_694397_000388,payment,pay_929822_000388,order_253143_000388,batch_803571_000007,UTR202401141912484,47601,0,46591,856,154,2024-01-14T01:07:00,Payment settlement for pay_929822_000388
setl_482199_000389,payment,pay_970068_000389,order_595404_000389,batch_803571_000007,UTR202401141912484,71487,0,69970,1286,231,2024-01-14T01:07:00,Payment settlement for pay_970068_000389
setl_946934_000390,payment,pay_745239_000390,order_105506_000390,batch_803571_000007,UTR202401141912484,43544,0,42621,783,140,2024-01-14T01:07:00,Payment settlement for pay_745239_000390
setl_431699_000391,payment,pay_975522_000391,order_256782_000391,batch_803571_000007,UTR202401141912484,819228,0,801828,14746,2654,2024-01-14T01:07:00,Payment settlement for pay_975522_000391
setl_549112_000392,payment,pay_543814_000392,order_216587_000392,batch_803571_000007,UTR202401141912484,41147,0,40274,740,133,2024-01-14T01:07:00,Payment settlement for pay_543814_000392
setl_276831_000393,payment,pay_227767_000393,order_150068_000393,batch_803571_000007,UTR202401141912484,434994,0,425756,7829,1409,2024-01-14T01:07:00,Payment settlement for pay_227767_000393
setl_105066_000394,payment,pay_753064_000394,order_579318_000394,batch_803571_000007,UTR202401141912484,75513,0,73910,1359,244,2024-01-14T01:07:00,Payment settlement for pay_753064_000394
setl_428429_000395,payment,pay_662093_000395,order_117233_000395,batch_803571_000007,UTR202401141912484,401490,0,392964,7226,1300,2024-01-14T01:07:00,Payment settlement for pay_662093_000395
setl_358133_000396,payment,pay_853448_000396,order_250551_000396,batch_803571_000007,UTR202401141912484,100820,0,98680,1814,326,2024-01-14T01:07:00,Payment settlement for pay_853448_000396
setl_923824_000397,payment,pay_469954_000397,order_352249_000397,batch_803571_000007,UTR202401141912484,198206,0,193997,3567,642,2024-01-14T01:07:00,Payment settlement for pay_469954_000397
setl_332286_000398,payment,pay_800674_000398,order_189772_000398,batch_803571_000007,UTR202401141912484,18870,0,18470,339,61,2024-01-14T01:07:00,Payment settlement for pay_800674_000398
setl_846794_000399,payment,pay_670511_000399,order_631971_000399,batch_803571_000007,UTR202401141912484,390535,0,382241,7029,1265,2024-01-14T01:07:00,Payment settlement for pay_670511_000399
setl_603268_000400,payment,pay_509420_000400,order_592972_000400,batch_240829_000008,UTR202401166562703,302837,0,296405,5451,981,2024-01-16T16:32:00,Payment settlement for pay_509420_000400
setl_585331_000401,payment,pay_365971_000401,order_883618_000401,batch_240829_000008,UTR202401166562703,18855,0,18455,339,61,2024-01-16T16:32:00,Payment settlement for pay_365971_000401
setl_566991_000402,payment,pay_352838_000402,order_868544_000402,batch_240829_000008,UTR202401166562703,154349,0,151071,2778,500,2024-01-16T16:32:00,Payment settlement for pay_352838_000402
setl_476167_000403,payment,pay_710169_000403,order_870899_000403,batch_240829_000008,UTR202401166562703,27486,0,26904,494,88,2024-01-16T16:32:00,Payment settlement for pay_710169_000403
setl_912402_000404,payment,pay_469412_000404,order_672536_000404,batch_240829_000008,UTR202401166562703,191797,0,187724,3452,621,2024-01-16T16:32:00,Payment settlement for pay_469412_000404
setl_420310_000405,payment,pay_916990_000405,order_817941_000405,batch_240829_000008,UTR202401166562703,750888,0,734941,13515,2432,2024-01-16T16:32:00,Payment settlement for pay_916990_000405
setl_610626_000406,payment,pay_291132_000406,order_950916_000406,batch_240829_000008,UTR202401166562703,69988,0,68503,1259,226,2024-01-16T16:32:00,Payment settlement for pay_291132_000406
setl_678469_000407,payment,pay_407696_000407,order_311383_000407,batch_240829_000008,UTR202401166562703,15492,0,15164,278,50,2024-01-16T16:32:00,Payment settlement for pay_407696_000407
setl_214119_000408,payment,pay_425138_000408,order_640418_000408,batch_240829_000008,UTR202401166562703,348197,0,340802,6267,1128,2024-01-16T16:32:00,Payment settlement for pay_425138_000408
